country_code,country_name,indicator_name,indicator_value,confidence_score,evidence_sources,last_updated,expert_validated,validation_notes
ZAF,South Africa,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T16:53:53.464789,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T16:59:18.810956,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:04:45.923358,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:10:15.575176,False,Auto-validated based on 4 evidence sources
ZAF,South Africa,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:15:41.796390,False,Auto-validated based on 4 evidence sources
KEN,Kenya,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:16:06.733507,False,Auto-validated based on 4 evidence sources
KEN,Kenya,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:16:30.016574,False,Auto-validated based on 4 evidence sources
KEN,Kenya,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:16:53.113218,False,Auto-validated based on 4 evidence sources
KEN,Kenya,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:17:16.678552,False,Auto-validated based on 4 evidence sources
KEN,Kenya,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:17:39.800205,False,Auto-validated based on 4 evidence sources
NGA,Nigeria,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:18:00.158879,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:18:20.303946,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:18:40.338606,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:19:01.255098,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:19:21.249642,False,Auto-validated based on 3 evidence sources
GHA,Ghana,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:19:35.189728,False,Auto-validated based on 3 evidence sources
GHA,Ghana,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://nita.gov.gh']",2025-08-13T17:19:46.480789,False,Auto-validated based on 4 evidence sources
GHA,Ghana,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:19:58.028541,False,Auto-validated based on 3 evidence sources
GHA,Ghana,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:20:09.552720,False,Auto-validated based on 3 evidence sources
GHA,Ghana,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T17:20:21.089928,False,Auto-validated based on 3 evidence sources
EGY,Egypt,national_ai_strategy,False,0.98,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://mcit.gov.eg', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:21:42.786301,False,Auto-validated based on 5 evidence sources
EGY,Egypt,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:24:03.812457,False,Auto-validated based on 4 evidence sources
EGY,Egypt,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:26:24.872515,False,Auto-validated based on 4 evidence sources
EGY,Egypt,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:27:42.871804,False,Auto-validated based on 4 evidence sources
EGY,Egypt,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T17:30:04.045800,False,Auto-validated based on 4 evidence sources
